industry,config,reference_topic,candidate_topic,reference_size,candidate_size,intersection,jaccard,reference_recall,candidate_precision
healthcare,nn30_md0,13,7,123,129,114,0.8260869565217391,0.926829268292683,0.8837209302325582
healthcare,nn30_md0,14,4,75,739,69,0.09261744966442953,0.92,0.09336941813261164
healthcare,nn30_md0,15,4,74,739,74,0.10013531799729364,1.0,0.10013531799729364
healthcare,nn50_md0,0,1,1269,2486,1265,0.5080321285140562,0.9968479117415288,0.5088495575221239
healthcare,nn50_md0,1,2,620,624,596,0.9197530864197531,0.9612903225806452,0.9551282051282052
healthcare,nn50_md0,2,10,488,227,223,0.4532520325203252,0.4569672131147541,0.9823788546255506
healthcare,nn50_md0,3,7,481,487,383,0.6547008547008547,0.7962577962577962,0.7864476386036962
healthcare,nn50_md0,4,4,438,417,386,0.8230277185501066,0.8812785388127854,0.9256594724220624
healthcare,nn50_md0,5,1,397,2486,396,0.15922798552472858,0.9974811083123426,0.1592920353982301
healthcare,nn50_md0,6,11,263,186,157,0.5376712328767124,0.596958174904943,0.8440860215053764
healthcare,nn50_md0,7,1,227,2486,208,0.08303393213572854,0.9162995594713657,0.083668543845535
healthcare,nn50_md0,8,3,213,204,198,0.9041095890410958,0.9295774647887324,0.9705882352941176
healthcare,nn50_md0,9,6,180,156,118,0.5412844036697247,0.6555555555555556,0.7564102564102564
healthcare,nn50_md0,10,8,159,179,141,0.7157360406091371,0.8867924528301887,0.7877094972067039
healthcare,nn50_md0,11,0,149,146,142,0.9281045751633987,0.9530201342281879,0.9726027397260274
healthcare,nn50_md0,12,12,139,123,109,0.7124183006535948,0.7841726618705036,0.8861788617886179
healthcare,nn50_md0,13,5,123,125,110,0.7971014492753623,0.8943089430894309,0.88
healthcare,nn50_md0,14,1,75,2486,70,0.028101164191087918,0.9333333333333333,0.02815768302493966
healthcare,nn50_md0,15,1,74,2486,74,0.029766693483507644,1.0,0.029766693483507644
healthcare,nn15_md01,0,10,1269,345,345,0.2718676122931442,0.2718676122931442,1.0
healthcare,nn15_md01,1,1,620,624,613,0.971473851030111,0.9887096774193549,0.9823717948717948
healthcare,nn15_md01,2,7,488,343,343,0.7028688524590164,0.7028688524590164,1.0
healthcare,nn15_md01,3,3,481,1191,477,0.399163179916318,0.9916839916839917,0.4005037783375315
healthcare,nn15_md01,4,4,438,442,424,0.9298245614035088,0.9680365296803652,0.9592760180995475
healthcare,nn15_md01,5,9,397,341,317,0.7529691211401425,0.7984886649874056,0.9296187683284457
healthcare,nn15_md01,6,6,263,813,260,0.31862745098039214,0.9885931558935361,0.3198031980319803
healthcare,nn15_md01,7,5,227,181,180,0.7894736842105263,0.7929515418502202,0.994475138121547
healthcare,nn15_md01,8,2,213,198,196,0.9116279069767442,0.92018779342723,0.98989898989899
healthcare,nn15_md01,9,3,180,1191,177,0.14824120603015076,0.9833333333333333,0.1486146095717884
healthcare,nn15_md01,10,6,159,813,158,0.1941031941031941,0.9937106918238994,0.1943419434194342
healthcare,nn15_md01,11,0,149,152,145,0.9294871794871795,0.9731543624161074,0.9539473684210527
healthcare,nn15_md01,12,6,139,813,136,0.16666666666666666,0.9784172661870504,0.16728167281672818
healthcare,nn15_md01,13,3,123,1191,120,0.10050251256281408,0.975609756097561,0.10075566750629723
healthcare,nn15_md01,14,8,75,287,67,0.2271186440677966,0.8933333333333333,0.23344947735191637
healthcare,nn15_md01,15,8,74,287,72,0.2491349480968858,0.972972972972973,0.2508710801393728
healthcare,nn15_md05,0,1,1269,5996,1193,0.1964756258234519,0.9401103230890465,0.19896597731821214
healthcare,nn15_md05,1,0,620,626,565,0.8296622613803231,0.9112903225806451,0.902555910543131
healthcare,nn15_md05,2,1,488,5996,440,0.07279947054930509,0.9016393442622951,0.0733822548365577
healthcare,nn15_md05,3,1,481,5996,458,0.07609237414852965,0.9521829521829522,0.07638425617078053
healthcare,nn15_md05,4,1,438,5996,409,0.06788381742738589,0.9337899543378996,0.06821214142761842
healthcare,nn15_md05,5,1,397,5996,384,0.06390414378432352,0.9672544080604534,0.06404269513008673
healthcare,nn15_md05,6,1,263,5996,256,0.042645343994669335,0.973384030418251,0.04269513008672448
healthcare,nn15_md05,7,1,227,5996,177,0.029275554085345684,0.7797356828193832,0.02951967978652435
healthcare,nn15_md05,8,1,213,5996,182,0.030197444831591175,0.8544600938967136,0.030353569046030687
healthcare,nn15_md05,9,1,180,5996,162,0.02693714665779847,0.9,0.027018012008005337
healthcare,nn15_md05,10,1,159,5996,156,0.026004334055675947,0.9811320754716981,0.02601734489659773
healthcare,nn15_md05,11,2,149,98,98,0.6577181208053692,0.6577181208053692,1.0
healthcare,nn15_md05,12,1,139,5996,130,0.02164862614487927,0.935251798561151,0.021681120747164776
healthcare,nn15_md05,13,1,123,5996,106,0.017628471644769664,0.8617886178861789,0.017678452301534357
healthcare,nn15_md05,14,1,75,5996,67,0.011159227181878747,0.8933333333333333,0.011174116077384923
healthcare,nn15_md05,15,1,74,5996,73,0.01217275304318826,0.9864864864864865,0.012174783188792528
law,nn5_md0,0,4,1692,4317,1648,0.3778949782160055,0.9739952718676123,0.38174658327542277
law,nn5_md0,1,0,874,876,839,0.9209659714599341,0.959954233409611,0.9577625570776256
law,nn5_md0,2,3,264,284,249,0.8327759197324415,0.9431818181818182,0.8767605633802817
law,nn5_md0,3,4,227,4317,227,0.052582812138058835,1.0,0.052582812138058835
law,nn5_md0,4,4,216,4317,215,0.049791570171375636,0.9953703703703703,0.04980310400741256
law,nn5_md0,5,4,107,4317,105,0.024311183144246355,0.9813084112149533,0.024322446143154968
law,nn5_md0,6,2,92,86,83,0.8736842105263158,0.9021739130434783,0.9651162790697675
law,nn5_md0,7,4,82,4317,81,0.01875868457619268,0.9878048780487805,0.018763029881862403
law,nn5_md0,8,4,78,4317,73,0.016890328551596483,0.9358974358974359,0.016909891128098216
law,nn5_md0,9,7,76,57,53,0.6625,0.6973684210526315,0.9298245614035088
law,nn5_md0,10,4,70,4317,70,0.016214964095436647,1.0,0.016214964095436647
law,nn5_md0,11,3,69,284,7,0.02023121387283237,0.10144927536231885,0.02464788732394366
law,nn5_md0,12,1,52,55,49,0.8448275862068966,0.9423076923076923,0.8909090909090909
law,nn5_md0,13,6,50,49,37,0.5967741935483871,0.74,0.7551020408163265
law,nn5_md0,14,4,49,4317,49,0.011350474866805653,1.0,0.011350474866805653
law,nn5_md0,15,4,46,4317,46,0.010655547834144082,1.0,0.010655547834144082
law,nn5_md0,16,4,44,4317,44,0.010192263145703035,1.0,0.010192263145703035
law,nn5_md0,17,4,40,4317,40,0.009265693768820941,1.0,0.009265693768820941
law,nn5_md0,18,5,40,43,38,0.8444444444444444,0.95,0.8837209302325582
law,nn10_md0,0,6,1692,1734,1636,0.9139664804469274,0.966903073286052,0.9434832756632064
law,nn10_md0,1,0,874,877,856,0.9564245810055866,0.9794050343249427,0.976054732041049
law,nn10_md0,2,1,264,260,253,0.933579335793358,0.9583333333333334,0.9730769230769231
law,nn10_md0,3,18,227,175,152,0.608,0.6696035242290749,0.8685714285714285
law,nn10_md0,4,15,216,118,82,0.3253968253968254,0.37962962962962965,0.6949152542372882
law,nn10_md0,5,16,107,130,99,0.717391304347826,0.9252336448598131,0.7615384615384615
law,nn10_md0,6,2,92,84,84,0.9130434782608695,0.9130434782608695,1.0
law,nn10_md0,7,11,82,107,79,0.7181818181818181,0.9634146341463414,0.7383177570093458
law,nn10_md0,8,13,78,75,72,0.8888888888888888,0.9230769230769231,0.96
law,nn10_md0,9,5,76,126,75,0.5905511811023622,0.9868421052631579,0.5952380952380952
law,nn10_md0,10,9,70,72,68,0.918918918918919,0.9714285714285714,0.9444444444444444
law,nn10_md0,11,8,69,85,65,0.7303370786516854,0.9420289855072463,0.7647058823529411
law,nn10_md0,12,3,52,51,49,0.9074074074074074,0.9423076923076923,0.9607843137254902
law,nn10_md0,13,4,50,45,42,0.7924528301886793,0.84,0.9333333333333333
law,nn10_md0,14,14,49,53,48,0.8888888888888888,0.9795918367346939,0.9056603773584906
law,nn10_md0,15,12,46,45,36,0.6545454545454545,0.782608695652174,0.8
law,nn10_md0,16,19,44,49,40,0.7547169811320755,0.9090909090909091,0.8163265306122449
law,nn10_md0,17,-1,40,1611,40,0.0,0.0,0.0
law,nn10_md0,18,5,40,126,40,0.31746031746031744,1.0,0.31746031746031744
law,nn15_md0_reproduction,0,4,1692,1692,1692,1.0,1.0,1.0
law,nn15_md0_reproduction,1,0,874,874,874,1.0,1.0,1.0
law,nn15_md0_reproduction,2,1,264,264,264,1.0,1.0,1.0
law,nn15_md0_reproduction,3,17,227,227,227,1.0,1.0,1.0
law,nn15_md0_reproduction,4,15,216,216,216,1.0,1.0,1.0
law,nn15_md0_reproduction,5,18,107,107,107,1.0,1.0,1.0
law,nn15_md0_reproduction,6,3,92,92,92,1.0,1.0,1.0
law,nn15_md0_reproduction,7,12,82,82,82,1.0,1.0,1.0
law,nn15_md0_reproduction,8,10,78,78,78,1.0,1.0,1.0
law,nn15_md0_reproduction,9,5,76,76,76,1.0,1.0,1.0
law,nn15_md0_reproduction,10,13,70,70,70,1.0,1.0,1.0
law,nn15_md0_reproduction,11,7,69,69,69,1.0,1.0,1.0
law,nn15_md0_reproduction,12,2,52,52,52,1.0,1.0,1.0
law,nn15_md0_reproduction,13,8,50,50,50,1.0,1.0,1.0
law,nn15_md0_reproduction,14,14,49,49,49,1.0,1.0,1.0
law,nn15_md0_reproduction,15,11,46,46,46,1.0,1.0,1.0
law,nn15_md0_reproduction,16,16,44,44,44,1.0,1.0,1.0
law,nn15_md0_reproduction,17,9,40,40,40,1.0,1.0,1.0
law,nn15_md0_reproduction,18,6,40,40,40,1.0,1.0,1.0
law,nn30_md0,0,2,1692,4725,1692,0.3580952380952381,1.0,0.3580952380952381
law,nn30_md0,1,0,874,863,855,0.9693877551020408,0.9782608695652174,0.9907300115874855
law,nn30_md0,2,1,264,263,257,0.9518518518518518,0.9734848484848485,0.9771863117870723
law,nn30_md0,3,2,227,4725,227,0.04804232804232804,1.0,0.04804232804232804
law,nn30_md0,4,2,216,4725,216,0.045714285714285714,1.0,0.045714285714285714
law,nn30_md0,5,2,107,4725,107,0.022645502645502646,1.0,0.022645502645502646
law,nn30_md0,6,2,92,4725,92,0.019470899470899472,1.0,0.019470899470899472
law,nn30_md0,7,2,82,4725,82,0.017354497354497355,1.0,0.017354497354497355
law,nn30_md0,8,2,78,4725,78,0.01650793650793651,1.0,0.01650793650793651
law,nn30_md0,9,2,76,4725,76,0.016084656084656083,1.0,0.016084656084656083
law,nn30_md0,10,2,70,4725,70,0.014814814814814815,1.0,0.014814814814814815
law,nn30_md0,11,2,69,4725,69,0.014603174603174604,1.0,0.014603174603174604
law,nn30_md0,12,2,52,4725,52,0.011005291005291006,1.0,0.011005291005291006
law,nn30_md0,13,2,50,4725,48,0.010154431986460757,0.96,0.010158730158730159
law,nn30_md0,14,2,49,4725,49,0.01037037037037037,1.0,0.01037037037037037
law,nn30_md0,15,2,46,4725,46,0.009735449735449736,1.0,0.009735449735449736
law,nn30_md0,16,2,44,4725,44,0.009312169312169312,1.0,0.009312169312169312
law,nn30_md0,17,2,40,4725,40,0.008465608465608466,1.0,0.008465608465608466
law,nn30_md0,18,2,40,4725,40,0.008465608465608466,1.0,0.008465608465608466
law,nn50_md0,0,2,1692,4708,1691,0.3590995965173073,0.9994089834515366,0.35917587085811387
law,nn50_md0,1,0,874,858,851,0.9659477866061293,0.9736842105263158,0.9918414918414918
law,nn50_md0,2,1,264,241,238,0.8913857677902621,0.9015151515151515,0.9875518672199171
law,nn50_md0,3,2,227,4708,227,0.04821580288870009,1.0,0.04821580288870009
law,nn50_md0,4,2,216,4708,216,0.045879354290569246,1.0,0.045879354290569246
law,nn50_md0,5,2,107,4708,107,0.022727272727272728,1.0,0.022727272727272728
law,nn50_md0,6,2,92,4708,91,0.019324697387980462,0.9891304347826086,0.019328802039082413
law,nn50_md0,7,2,82,4708,82,0.017417162276975363,1.0,0.017417162276975363
law,nn50_md0,8,2,78,4708,78,0.01656754460492778,1.0,0.01656754460492778
law,nn50_md0,9,2,76,4708,76,0.016142735768903994,1.0,0.016142735768903994
law,nn50_md0,10,2,70,4708,70,0.014868309260832626,1.0,0.014868309260832626
law,nn50_md0,11,2,69,4708,69,0.01465590484282073,1.0,0.01465590484282073
law,nn50_md0,12,2,52,4708,52,0.011045029736618521,1.0,0.011045029736618521
law,nn50_md0,13,2,50,4708,47,0.00997665039269794,0.94,0.009983007646559048
law,nn50_md0,14,2,49,4708,49,0.010407816482582839,1.0,0.010407816482582839
law,nn50_md0,15,2,46,4708,46,0.009770603228547154,1.0,0.009770603228547154
law,nn50_md0,16,2,44,4708,44,0.009345794392523364,1.0,0.009345794392523364
law,nn50_md0,17,2,40,4708,40,0.008496176720475786,1.0,0.008496176720475786
law,nn50_md0,18,2,40,4708,40,0.008496176720475786,1.0,0.008496176720475786
law,nn15_md01,0,8,1692,1427,1425,0.8412042502951594,0.8421985815602837,0.9985984583041345
law,nn15_md01,1,0,874,864,861,0.9817559863169898,0.9851258581235698,0.9965277777777778
law,nn15_md01,2,2,264,263,260,0.9737827715355806,0.9848484848484849,0.9885931558935361
law,nn15_md01,3,16,227,181,174,0.7435897435897436,0.7665198237885462,0.9613259668508287
law,nn15_md01,4,14,216,63,62,0.2857142857142857,0.28703703703703703,0.9841269841269841
law,nn15_md01,5,17,107,82,82,0.7663551401869159,0.7663551401869159,1.0
law,nn15_md01,6,3,92,93,91,0.9680851063829787,0.9891304347826086,0.978494623655914
law,nn15_md01,7,11,82,80,78,0.9285714285714286,0.9512195121951219,0.975
law,nn15_md01,8,10,78,87,73,0.7934782608695652,0.9358974358974359,0.8390804597701149
law,nn15_md01,9,7,76,77,74,0.9367088607594937,0.9736842105263158,0.961038961038961
law,nn15_md01,10,13,70,71,69,0.9583333333333334,0.9857142857142858,0.971830985915493
law,nn15_md01,11,4,69,56,55,0.7857142857142857,0.7971014492753623,0.9821428571428571
law,nn15_md01,12,1,52,45,45,0.8653846153846154,0.8653846153846154,1.0
law,nn15_md01,13,5,50,41,41,0.82,0.82,1.0
law,nn15_md01,14,12,49,46,43,0.8269230769230769,0.8775510204081632,0.9347826086956522
law,nn15_md01,15,9,46,45,37,0.6851851851851852,0.8043478260869565,0.8222222222222222
law,nn15_md01,16,15,44,36,34,0.7391304347826086,0.7727272727272727,0.9444444444444444
law,nn15_md01,17,-1,40,2282,40,0.0,0.0,0.0
law,nn15_md01,18,6,40,37,36,0.8780487804878049,0.9,0.972972972972973
law,nn15_md05,0,2,1692,3426,1397,0.375436710561677,0.8256501182033097,0.4077641564506713
law,nn15_md05,1,1,874,701,700,0.8,0.8009153318077803,0.9985734664764622
law,nn15_md05,2,0,264,200,200,0.7575757575757576,0.7575757575757576,1.0
law,nn15_md05,3,2,227,3426,223,0.06501457725947522,0.9823788546255506,0.06509048453006422
law,nn15_md05,4,2,216,3426,180,0.05199306759098787,0.8333333333333334,0.05253940455341506
law,nn15_md05,5,2,107,3426,98,0.028529839883551674,0.9158878504672897,0.028604786923525978
law,nn15_md05,6,2,92,3426,82,0.023864959254947613,0.8913043478260869,0.023934617629889084
law,nn15_md05,7,2,82,3426,73,0.021251819505094614,0.8902439024390244,0.02130764740221833
law,nn15_md05,8,2,78,3426,68,0.01979045401629802,0.8717948717948718,0.0198482194979568
law,nn15_md05,9,2,76,3426,55,0.015955903684363216,0.7236842105263158,0.016053706946876824
law,nn15_md05,10,2,70,3426,61,0.017758369723435224,0.8714285714285714,0.01780502043199066
law,nn15_md05,11,2,69,3426,54,0.015693112467306015,0.782608695652174,0.01576182136602452
law,nn15_md05,12,2,52,3426,1,0.0002876042565429968,0.019230769230769232,0.0002918855808523059
law,nn15_md05,13,2,50,3426,34,0.009877977919814061,0.68,0.0099241097489784
law,nn15_md05,14,2,49,3426,37,0.010762070971495055,0.7551020408163265,0.010799766491535318
law,nn15_md05,15,2,46,3426,40,0.011655011655011656,0.8695652173913043,0.011675423234092236
law,nn15_md05,16,2,44,3426,41,0.011956838728492273,0.9318181818181818,0.011967308814944542
law,nn15_md05,17,2,40,3426,23,0.006680220737728725,0.575,0.006713368359603036
law,nn15_md05,18,-1,40,1549,40,0.0,0.0,0.0
software_engineering,nn5_md0,0,1,2291,2310,2179,0.8996696944673823,0.951113051069402,0.9432900432900433
software_engineering,nn5_md0,1,14,730,671,634,0.8265971316818774,0.8684931506849315,0.9448584202682563
software_engineering,nn5_md0,2,84,705,116,104,0.14504881450488144,0.1475177304964539,0.896551724137931
software_engineering,nn5_md0,3,91,639,129,107,0.16187594553706505,0.1674491392801252,0.8294573643410853
software_engineering,nn5_md0,4,22,550,567,468,0.7211093990755008,0.850909090909091,0.8253968253968254
software_engineering,nn5_md0,5,67,305,219,118,0.29064039408866993,0.38688524590163936,0.5388127853881278
software_engineering,nn5_md0,6,0,241,256,238,0.918918918918919,0.9875518672199171,0.9296875
software_engineering,nn5_md0,7,26,239,199,183,0.7176470588235294,0.7656903765690377,0.9195979899497487
software_engineering,nn5_md0,8,34,239,984,221,0.22055888223552894,0.9246861924686193,0.22459349593495934
software_engineering,nn5_md0,9,81,226,122,65,0.22968197879858657,0.28761061946902655,0.5327868852459017
software_engineering,nn5_md0,10,53,225,246,208,0.7908745247148289,0.9244444444444444,0.8455284552845529
software_engineering,nn5_md0,11,88,202,204,161,0.6571428571428571,0.7970297029702971,0.7892156862745098
software_engineering,nn5_md0,12,34,194,984,169,0.16749256689791872,0.8711340206185567,0.1717479674796748
software_engineering,nn5_md0,13,54,190,176,162,0.7941176470588235,0.8526315789473684,0.9204545454545454
software_engineering,nn5_md0,14,46,185,77,63,0.3165829145728643,0.34054054054054056,0.8181818181818182
software_engineering,nn5_md0,15,30,172,92,76,0.40425531914893614,0.4418604651162791,0.8260869565217391
software_engineering,nn5_md0,16,27,167,196,152,0.7203791469194313,0.9101796407185628,0.7755102040816326
software_engineering,nn5_md0,17,32,154,80,69,0.41818181818181815,0.44805194805194803,0.8625
software_engineering,nn5_md0,18,5,150,161,133,0.7471910112359551,0.8866666666666667,0.8260869565217391
software_engineering,nn5_md0,19,15,144,130,121,0.7908496732026143,0.8402777777777778,0.9307692307692308
software_engineering,nn5_md0,20,65,124,96,28,0.14583333333333334,0.22580645161290322,0.2916666666666667
software_engineering,nn5_md0,21,42,116,102,88,0.676923076923077,0.7586206896551724,0.8627450980392157
software_engineering,nn5_md0,22,18,111,153,103,0.639751552795031,0.9279279279279279,0.673202614379085
software_engineering,nn5_md0,23,57,108,81,47,0.33098591549295775,0.4351851851851852,0.5802469135802469
software_engineering,nn5_md0,24,73,106,159,94,0.5497076023391813,0.8867924528301887,0.5911949685534591
software_engineering,nn5_md0,25,12,105,100,90,0.782608695652174,0.8571428571428571,0.9
software_engineering,nn5_md0,26,38,105,109,81,0.6090225563909775,0.7714285714285715,0.7431192660550459
software_engineering,nn5_md0,27,9,100,65,43,0.3524590163934426,0.43,0.6615384615384615
software_engineering,nn5_md0,28,63,96,67,43,0.35833333333333334,0.4479166666666667,0.6417910447761194
software_engineering,nn5_md0,29,86,92,37,24,0.22857142857142856,0.2608695652173913,0.6486486486486487
software_engineering,nn5_md0,30,62,92,114,46,0.2875,0.5,0.40350877192982454
software_engineering,nn5_md0,31,64,91,109,85,0.7391304347826086,0.9340659340659341,0.7798165137614679
software_engineering,nn5_md0,32,8,85,44,35,0.3723404255319149,0.4117647058823529,0.7954545454545454
software_engineering,nn5_md0,33,25,83,58,51,0.5666666666666667,0.6144578313253012,0.8793103448275862
software_engineering,nn5_md0,34,51,81,158,76,0.4662576687116564,0.9382716049382716,0.4810126582278481
software_engineering,nn5_md0,35,59,80,87,68,0.6868686868686869,0.85,0.7816091954022989
software_engineering,nn5_md0,36,79,80,35,22,0.23655913978494625,0.275,0.6285714285714286
software_engineering,nn5_md0,37,7,77,99,63,0.5575221238938053,0.8181818181818182,0.6363636363636364
software_engineering,nn5_md0,38,37,72,86,66,0.717391304347826,0.9166666666666666,0.7674418604651163
software_engineering,nn5_md0,39,56,71,57,42,0.4883720930232558,0.5915492957746479,0.7368421052631579
software_engineering,nn5_md0,40,34,68,984,44,0.04365079365079365,0.6470588235294118,0.044715447154471545
software_engineering,nn5_md0,41,3,67,71,59,0.7468354430379747,0.8805970149253731,0.8309859154929577
software_engineering,nn5_md0,42,4,64,53,50,0.746268656716418,0.78125,0.9433962264150944
software_engineering,nn5_md0,43,81,60,122,25,0.1592356687898089,0.4166666666666667,0.20491803278688525
