ngram_n,term,positive_frequency,negative_frequency,positive_document_frequency,negative_document_frequency,positive_document_prevalence,negative_document_prevalence,log_odds_z,log_likelihood_g2
1,fraud,8,3,8,3,0.009291521486643438,0.0026338893766461808,0.6745918916559347,3.9938095147726083
1,formulas,8,3,8,3,0.009291521486643438,0.0026338893766461808,0.6745918916559347,3.9938095147726083
1,decisions,13,6,13,6,0.015098722415795587,0.0052677787532923615,0.6711655252241504,5.017947300379083
1,clean,13,6,11,5,0.012775842044134728,0.004389815627743635,0.6711655252241504,4.331751145003514
1,art,13,6,10,5,0.011614401858304297,0.004389815627743635,0.6711655252241504,3.4164942671076446
1,probably,62,40,54,38,0.0627177700348432,0.033362598770851626,0.6668228553894736,9.512282189845742
1,easy,31,18,26,16,0.030197444831591175,0.014047410008779631,0.6623573257973817,6.152249585331022
1,simply,28,16,26,15,0.030197444831591175,0.013169446883230905,0.656009084271426,7.0107948055190334
1,correctly,16,8,15,8,0.017421602787456445,0.007023705004389816,0.6554545001102606,4.625676190074111
1,critical,16,8,15,8,0.017421602787456445,0.007023705004389816,0.6554545001102606,4.625676190074111
1,order,25,14,12,12,0.013937282229965157,0.010535557506584723,0.6511518893939724,0.47398607406437065
1,sure,78,52,72,44,0.08362369337979095,0.038630377524143986,0.6496688502395268,17.979921267534287
1,response,19,10,17,10,0.019744483159117306,0.00877963125548727,0.649244372112455,4.38095556732711
1,fix,22,12,19,11,0.022067363530778164,0.009657594381035996,0.648503483292792,5.059868203976849
1,usually,22,12,20,12,0.023228803716608595,0.010535557506584723,0.648503483292792,4.964522807524991
1,present,11,5,10,5,0.011614401858304297,0.004389815627743635,0.6309835336407789,3.4164942671076446
1,necessary,11,5,9,5,0.010452961672473868,0.004389815627743635,0.6309835336407789,2.569482408385009
1,associate,11,5,8,4,0.009291521486643438,0.003511852502194908,0.6309835336407789,2.729042128136303
1,claims,11,5,11,4,0.012775842044134728,0.003511852502194908,0.6309835336407789,5.690710008635972
1,plus,11,5,9,5,0.010452961672473868,0.004389815627743635,0.6309835336407789,2.569482408385009
1,creative,11,5,9,4,0.010452961672473868,0.003511852502194908,0.6309835336407789,3.6500155225328275
1,research,68,45,54,31,0.0627177700348432,0.027216856892010536,0.6273174457791514,15.042372270801515
1,expensive,14,7,14,6,0.016260162601626018,0.0052677787532923615,0.6130748000073271,5.979887152162662
1,allow,14,7,14,7,0.016260162601626018,0.006145741878841089,0.6130748000073271,4.7976976280609165
1,professional,23,13,20,10,0.023228803716608595,0.00877963125548727,0.6107810990398801,6.885401013628302
1,services,20,11,19,10,0.022067363530778164,0.00877963125548727,0.6070110539844051,6.011762778077983
1,testing,20,11,14,8,0.016260162601626018,0.007023705004389816,0.6070110539844051,3.8076842800867414
1,finance,17,9,9,8,0.010452961672473868,0.007023705004389816,0.606910113384518,0.6761571544217961
1,i've,94,65,75,59,0.08710801393728224,0.05179982440737489,0.5902874677625038,9.662727577736423
1,solution,9,4,8,4,0.009291521486643438,0.003511852502194908,0.588629260547395,2.729042128136303
1,dealing,9,4,8,4,0.009291521486643438,0.003511852502194908,0.588629260547395,2.729042128136303
1,cognitive,9,4,6,4,0.006968641114982578,0.003511852502194908,0.588629260547395,1.1633237411809692
1,adapt,9,4,9,4,0.010452961672473868,0.003511852502194908,0.588629260547395,3.6500155225328275
1,statement,9,4,8,4,0.009291521486643438,0.003511852502194908,0.588629260547395,2.729042128136303
1,designed,9,4,9,4,0.010452961672473868,0.003511852502194908,0.588629260547395,3.6500155225328275
1,enterprise,9,4,8,4,0.009291521486643438,0.003511852502194908,0.588629260547395,2.729042128136303
1,they'd,9,4,9,3,0.010452961672473868,0.0026338893766461808,0.588629260547395,5.082649051169419
1,reporting,9,4,6,4,0.006968641114982578,0.003511852502194908,0.588629260547395,1.1633237411809692
1,adding,9,4,9,4,0.010452961672473868,0.003511852502194908,0.588629260547395,3.6500155225328275
1,safe,27,16,26,14,0.030197444831591175,0.012291483757682178,0.5844955434522193,7.954745405638633
1,add,21,12,20,12,0.023228803716608595,0.010535557506584723,0.5680075499286631,4.964522807524991
1,effort,12,6,10,5,0.011614401858304297,0.004389815627743635,0.5675466832650538,3.4164942671076446
1,programs,12,6,12,6,0.013937282229965157,0.0052677787532923615,0.5675466832650538,4.106042774917275
1,later,12,6,12,6,0.013937282229965157,0.0052677787532923615,0.5675466832650538,4.106042774917275
1,opinion,12,6,12,6,0.013937282229965157,0.0052677787532923615,0.5675466832650538,4.106042774917275
1,significant,12,6,11,5,0.012775842044134728,0.004389815627743635,0.5675466832650538,4.331751145003514
1,rate,18,10,8,9,0.009291521486643438,0.007901668129938543,0.5627933959111314,0.11167293984069859
1,entirely,18,10,17,10,0.019744483159117306,0.00877963125548727,0.5627933959111314,4.38095556732711
1,gives,18,10,17,10,0.019744483159117306,0.00877963125548727,0.5627933959111314,4.38095556732711
1,turn,15,8,14,7,0.016260162601626018,0.006145741878841089,0.5615365576945432,4.7976976280609165
1,non,42,27,38,20,0.04413472706155633,0.01755926251097454,0.5563692274933881,12.20482604728841
1,similar,28,17,26,17,0.030197444831591175,0.014925373134328358,0.5539272359592904,5.3719218186121775
1,tried,28,17,27,17,0.0313588850174216,0.014925373134328358,0.5539272359592904,6.084774265560373
1,different,65,44,51,39,0.059233449477351915,0.03424056189640035,0.5504081976835135,7.039539262182544
1,proper,7,3,7,3,0.008130081300813009,0.0026338893766461808,0.5441382559757674,2.974894807745279
1,customers,7,3,7,3,0.008130081300813009,0.0026338893766461808,0.5441382559757674,2.974894807745279
1,subject,7,3,7,3,0.008130081300813009,0.0026338893766461808,0.5441382559757674,2.974894807745279
1,keeping,7,3,7,3,0.008130081300813009,0.0026338893766461808,0.5441382559757674,2.974894807745279
1,assuming,7,3,7,3,0.008130081300813009,0.0026338893766461808,0.5441382559757674,2.974894807745279
1,50,25,15,18,11,0.020905923344947737,0.009657594381035996,0.5424841420057849,4.293917075669546
1,rules,25,15,19,11,0.022067363530778164,0.009657594381035996,0.5424841420057849,5.059868203976849
1,great,51,34,48,33,0.05574912891986063,0.02897278314310799,0.5249956503640681,8.938251071297543
1,firm,29,18,20,14,0.023228803716608595,0.012291483757682178,0.5249480522800458,3.4663029393896885
1,issues,29,18,26,15,0.030197444831591175,0.013169446883230905,0.5249480522800458,7.0107948055190334
1,perspective,10,5,10,4,0.011614401858304297,0.003511852502194908,0.5180407165556513,4.641013299255047
1,involved,10,5,10,5,0.011614401858304297,0.004389815627743635,0.5180407165556513,3.4164942671076446
1,nuance,10,5,8,4,0.009291521486643438,0.003511852502194908,0.5180407165556513,2.729042128136303
1,class,10,5,9,5,0.010452961672473868,0.004389815627743635,0.5180407165556513,2.569482408385009
1,experienced,16,9,14,8,0.016260162601626018,0.007023705004389816,0.5152751290448829,3.8076842800867414
1,cut,16,9,15,9,0.017421602787456445,0.007901668129938543,0.5152751290448829,3.708139217197801
1,starting,16,9,13,9,0.015098722415795587,0.007901668129938543,0.5152751290448829,2.305491114289911
1,info,16,9,16,7,0.018583042973286876,0.006145741878841089,0.5152751290448829,6.661429333529815
1,absolutely,33,21,31,21,0.036004645760743324,0.018437225636523266,0.5125829223038838,5.903245707534786
1,technology,33,21,31,17,0.036004645760743324,0.014925373134328358,0.5125829223038838,9.220598359105566
1,clearly,13,7,11,7,0.012775842044134728,0.006145741878841089,0.5123842108007561,2.3885377546149105
1,radiology,13,7,12,7,0.013937282229965157,0.006145741878841089,0.5123842108007561,3.1312264611888887
1,court,26,16,22,10,0.025551684088269456,0.00877963125548727,0.5113614239175659,8.734240659854915
1,audit,37,24,22,18,0.025551684088269456,0.015803336259877086,0.5037632599449166,2.3478889734769
1,takes,23,14,20,14,0.023228803716608595,0.012291483757682178,0.4979918979398134,3.4663029393896885
1,unless,23,14,23,12,0.026713124274099883,0.010535557506584723,0.4979918979398134,7.4079265759058845
1,asked,30,19,27,19,0.0313588850174216,0.016681299385425813,0.4974028720640704,4.642557637260042
1,you've,20,12,19,12,0.022067363530778164,0.010535557506584723,0.4851379081191509,4.224121885111392
1,save,20,12,20,12,0.023228803716608595,0.010535557506584723,0.4851379081191509,4.964522807524991
1,trained,27,17,25,15,0.029036004645760744,0.013169446883230905,0.48196199772995996,6.231290575566591
1,multiple,27,17,24,15,0.027874564459930314,0.013169446883230905,0.48196199772995996,5.483174419837463
1,documentation,17,10,15,8,0.017421602787456445,0.007023705004389816,0.4733416733463948,4.625676190074111
1,able,66,46,60,41,0.06968641114982578,0.035996488147497806,0.47172980000913095,11.469716948586132
1,comes,24,15,21,15,0.024390243902439025,0.013169446883230905,0.46631892620617327,3.4488159504375275
1,we've,14,8,13,7,0.015098722415795587,0.006145741878841089,0.4636584510013036,3.9368095857206633
1,sales,14,8,8,7,0.009291521486643438,0.006145741878841089,0.4636584510013036,0.6440687006840893
1,treatment,14,8,10,8,0.011614401858304297,0.007023705004389816,0.4636584510013036,1.1439160364440792
1,paralegals,8,4,7,4,0.008130081300813009,0.003511852502194908,0.4632834464588994,1.8932024032334382
1,considered,8,4,8,4,0.009291521486643438,0.003511852502194908,0.4632834464588994,2.729042128136303
1,struggle,8,4,6,4,0.006968641114982578,0.003511852502194908,0.4632834464588994,1.1633237411809692
1,groups,8,4,7,4,0.008130081300813009,0.003511852502194908,0.4632834464588994,1.8932024032334382
1,weird,8,4,8,4,0.009291521486643438,0.003511852502194908,0.4632834464588994,2.729042128136303
1,counsel,8,4,8,4,0.009291521486643438,0.003511852502194908,0.4632834464588994,2.729042128136303
1,facts,8,4,7,4,0.008130081300813009,0.003511852502194908,0.4632834464588994,1.8932024032334382
1,overall,11,6,9,6,0.010452961672473868,0.0052677787532923615,0.45836727958376844,1.7494373159103702
1,guys,11,6,10,6,0.011614401858304297,0.0052677787532923615,0.45836727958376844,2.4620093431477708
1,individual,11,6,8,5,0.009291521486643438,0.004389815627743635,0.45836727958376844,1.8035137926963598
1,obviously,11,6,11,6,0.012775842044134728,0.0052677787532923615,0.45836727958376844,3.2511766488521365
1,constantly,11,6,10,5,0.011614401858304297,0.004389815627743635,0.45836727958376844,3.4164942671076446
1,require,11,6,11,6,0.012775842044134728,0.0052677787532923615,0.45836727958376844,3.2511766488521365
1,decision,21,13,19,12,0.022067363530778164,0.010535557506584723,0.4505915120749125,4.224121885111392
1,state,21,13,20,11,0.023228803716608595,0.009657594381035996,0.4505915120749125,5.865812193220739
1,make,150,111,125,92,0.14518002322880372,0.08077260755048288,0.4486927320055604,20.795234908986686
1,chat,64,45,52,38,0.06039488966318235,0.033362598770851626,0.43963184111396447,8.235617511922406
1,creating,18,11,18,10,0.020905923344947737,0.00877963125548727,0.4350136569489114,5.1758177452740455
1,fast,18,11,14,10,0.016260162601626018,0.00877963125548727,0.4350136569489114,2.2850575615423594
1,long,61,43,54,40,0.0627177700348432,0.03511852502194908,0.4221164137627997,8.236654444918987
1,advanced,15,9,15,9,0.017421602787456445,0.007901668129938543,0.4200633161408108,3.708139217197801
1,wrote,15,9,13,8,0.015098722415795587,0.007023705004389816,0.4200633161408108,3.0430809703663684
1,amazing,15,9,14,9,0.016260162601626018,0.007901668129938543,0.4200633161408108,2.978142880028522
1,exist,22,14,20,13,0.023228803716608595,0.01141352063213345,0.41838901746316354,4.16834171398785
1,claim,12,7,12,7,0.013937282229965157,0.006145741878841089,0.40678735490519946,3.1312264611888887
1,called,12,7,12,7,0.013937282229965157,0.006145741878841089,0.40678735490519946,3.1312264611888887
1,list,12,7,10,7,0.011614401858304297,0.006145741878841089,0.40678735490519946,1.718094021933859
1,essentially,12,7,11,7,0.012775842044134728,0.006145741878841089,0.40678735490519946,2.3885377546149105
1,extremely,12,7,12,6,0.013937282229965157,0.0052677787532923615,0.40678735490519946,4.106042774917275
1,situation,19,12,17,11,0.019744483159117306,0.009657594381035996,0.39972967048683017,3.571512860374458
1,arguments,9,5,8,5,0.009291521486643438,0.004389815627743635,0.3977828838258725,1.8035137926963598
1,feature,9,5,7,3,0.008130081300813009,0.0026338893766461808,0.3977828838258725,2.974894807745279
1,sent,9,5,9,5,0.010452961672473868,0.004389815627743635,0.3977828838258725,2.569482408385009
1,chatbot,9,5,9,5,0.010452961672473868,0.004389815627743635,0.3977828838258725,2.569482408385009
1,se,9,5,6,4,0.006968641114982578,0.003511852502194908,0.3977828838258725,1.1633237411809692
1,marketing,9,5,8,5,0.009291521486643438,0.004389815627743635,0.3977828838258725,1.8035137926963598
1,hour,9,5,8,5,0.009291521486643438,0.004389815627743635,0.3977828838258725,1.8035137926963598
1,problem,59,42,52,37,0.06039488966318235,0.0324846356453029,0.38830223177355827,8.874077508375215
1,access,23,15,21,10,0.024390243902439025,0.00877963125548727,0.3882345848490564,7.793764833106318
1,excel,23,15,18,14,0.020905923344947737,0.012291483757682178,0.3882345848490564,2.28187319158767
1,type,23,15,21,14,0.024390243902439025,0.012291483757682178,0.3882345848490564,4.124115831671743
1,far,51,36,46,29,0.053426248548199766,0.025460930640913083,0.3824068025176181,10.506044460375833
1,bad,51,36,43,33,0.04994192799070848,0.02897278314310799,0.3824068025176181,5.824846585796962
1,worth,27,18,24,17,0.027874564459930314,0.014925373134328358,0.38174967039529506,4.043584558074333
1,no,195,148,156,129,0.18118466898954705,0.11325724319578578,0.3816944218370943,18.325919049609183
1,mental,16,10,9,10,0.010452961672473868,0.00877963125548727,0.3806412770143528,0.1449224021363762
1,close,16,10,15,10,0.017421602787456445,0.00877963125548727,0.3806412770143528,2.930684290171939
1,likely,35,24,29,22,0.03368176538908246,0.019315188762071993,0.377040570845738,4.021444326809609
1,share,13,8,12,6,0.013937282229965157,0.0052677787532923615,0.3614165640040118,4.106042774917275
1,history,13,8,11,7,0.012775842044134728,0.006145741878841089,0.3614165640040118,2.3885377546149105
1,contracts,13,8,12,4,0.013937282229965157,0.003511852502194908,0.3614165640040118,6.790389279915818
1,set,28,19,24,16,0.027874564459930314,0.014047410008779631,0.3564478007788058,4.725461071994021
1,actual,36,25,33,24,0.03832752613240418,0.021071115013169446,0.35580014074902794,5.207819656812896
1,minutes,17,11,14,11,0.016260162601626018,0.009657594381035996,0.34467184521962363,1.7097087877868917
1,understand,62,45,52,35,0.06039488966318235,0.030728709394205442,0.3432394091202956,10.24931278034364
1,let's,10,6,9,6,0.010452961672473868,0.0052677787532923615,0.34288808305104684,1.7494373159103702
1,40,10,6,6,5,0.006968641114982578,0.004389815627743635,0.34288808305104684,0.5887365298659448
1,impossible,10,6,10,6,0.011614401858304297,0.0052677787532923615,0.34288808305104684,2.4620093431477708
1,automatically,10,6,10,6,0.011614401858304297,0.0052677787532923615,0.34288808305104684,2.4620093431477708
1,actually,98,73,85,65,0.09872241579558652,0.05706760316066725,0.33831786269643255,12.119152576394406
1,sources,21,14,18,12,0.020905923344947737,0.010535557506584723,0.33660569009257413,3.525865003110072
1,looking,25,17,23,17,0.026713124274099883,0.014925373134328358,0.3331302887431947,3.432240969765786
1,30,25,17,15,17,0.017421602787456445,0.014925373134328358,0.3331302887431947,0.1928869044542454
1,auditor,7,4,7,4,0.008130081300813009,0.003511852502194908,0.32770055031932355,1.8932024032334382
1,limitations,7,4,7,4,0.008130081300813009,0.003511852502194908,0.32770055031932355,1.8932024032334382
1,guarantee,7,4,6,4,0.006968641114982578,0.003511852502194908,0.32770055031932355,1.1633237411809692
1,advantage,7,4,7,4,0.008130081300813009,0.003511852502194908,0.32770055031932355,1.8932024032334382
1,remove,7,4,7,4,0.008130081300813009,0.003511852502194908,0.32770055031932355,1.8932024032334382
1,involve,7,4,7,4,0.008130081300813009,0.003511852502194908,0.32770055031932355,1.8932024032334382
1,bot,7,4,7,3,0.008130081300813009,0.0026338893766461808,0.32770055031932355,2.974894807745279
1,intended,7,4,6,4,0.006968641114982578,0.003511852502194908,0.32770055031932355,1.1633237411809692
1,heavy,7,4,7,4,0.008130081300813009,0.003511852502194908,0.32770055031932355,1.8932024032334382
1,potentially,7,4,7,4,0.008130081300813009,0.003511852502194908,0.32770055031932355,1.8932024032334382
1,okay,7,4,6,4,0.006968641114982578,0.003511852502194908,0.32770055031932355,1.1633237411809692
1,suck,7,4,7,4,0.008130081300813009,0.003511852502194908,0.32770055031932355,1.8932024032334382
1,images,7,4,6,4,0.006968641114982578,0.003511852502194908,0.32770055031932355,1.1633237411809692
1,fake,14,9,11,6,0.012775842044134728,0.0052677787532923615,0.3209412938233814,3.2511766488521365
1,half,14,9,12,8,0.013937282229965157,0.007023705004389816,0.3209412938233814,2.3385496552780225
1,original,18,12,15,10,0.017421602787456445,0.00877963125548727,0.31160078144415493,2.930684290171939
1,built,18,12,16,12,0.018583042973286876,0.010535557506584723,0.31160078144415493,2.271135145930738
1,engineers,30,21,18,19,0.020905923344947737,0.016681299385425813,0.3093591454721094,0.478010237426596
1,fact,22,15,22,15,0.025551684088269456,0.013169446883230905,0.3081192987204882,4.089534438615885
1,providing,11,7,11,7,0.012775842044134728,0.006145741878841089,0.2957026601408123,2.3885377546149105
1,picture,11,7,6,6,0.006968641114982578,0.0052677787532923615,0.2957026601408123,0.23554827609881657
1,required,11,7,10,4,0.011614401858304297,0.003511852502194908,0.2957026601408123,4.641013299255047
1,admin,11,7,11,6,0.012775842044134728,0.0052677787532923615,0.2957026601408123,3.2511766488521365
1,papers,11,7,11,7,0.012775842044134728,0.006145741878841089,0.2957026601408123,2.3885377546149105
1,daily,11,7,10,7,0.011614401858304297,0.006145741878841089,0.2957026601408123,1.718094021933859
1,moment,11,7,11,6,0.012775842044134728,0.0052677787532923615,0.2957026601408123,3.2511766488521365
1,words,15,10,12,9,0.013937282229965157,0.007901668129938543,0.28441333753648645,1.6972445318214335
1,report,15,10,12,8,0.013937282229965157,0.007023705004389816,0.28441333753648645,2.3385496552780225
1,logic,15,10,10,10,0.011614401858304297,0.00877963125548727,0.28441333753648645,0.39418246373767607
1,certain,27,19,23,18,0.026713124274099883,0.015803336259877086,0.2837536123226868,2.869861987388603
1,risk,27,19,22,16,0.025551684088269456,0.014047410008779631,0.2837536123226868,3.4377856741353643
1,fine,23,16,22,15,0.025551684088269456,0.013169446883230905,0.2813478143510832,4.089534438615885
1,solve,23,16,20,13,0.023228803716608595,0.01141352063213345,0.2813478143510832,4.16834171398785
1,analysis,23,16,20,16,0.023228803716608595,0.014047410008779631,0.2813478143510832,2.309083257323878
1,medical,36,26,31,21,0.036004645760743324,0.018437225636523266,0.27207284364170825,5.903245707534786
1,powerful,8,5,8,5,0.009291521486643438,0.004389815627743635,0.2690196645886492,1.8035137926963598
1,reviews,8,5,8,4,0.009291521486643438,0.003511852502194908,0.2690196645886492,2.729042128136303
1,manage,8,5,7,5,0.008130081300813009,0.004389815627743635,0.2690196645886492,1.135540209793981
1,imaging,8,5,7,3,0.008130081300813009,0.0026338893766461808,0.2690196645886492,2.974894807745279
1,bullshit,8,5,5,5,0.005807200929152149,0.004389815627743635,0.2690196645886492,0.1960909992757378
1,algorithm,8,5,8,5,0.009291521486643438,0.004389815627743635,0.2690196645886492,1.8035137926963598
1,aside,8,5,8,5,0.009291521486643438,0.004389815627743635,0.2690196645886492,1.8035137926963598
1,fees,8,5,7,5,0.008130081300813009,0.004389815627743635,0.2690196645886492,1.135540209793981
1,who's,8,5,5,5,0.005807200929152149,0.004389815627743635,0.2690196645886492,0.1960909992757378
1,shift,8,5,6,5,0.006968641114982578,0.004389815627743635,0.2690196645886492,0.5887365298659448
1,example,45,33,40,31,0.04645760743321719,0.027216856892010536,0.2672349397092568,5.235825161827801
1,medicine,28,20,20,15,0.023228803716608595,0.013169446883230905,0.26085681010043094,2.8491715041252075
1,works,28,20,26,20,0.030197444831591175,0.01755926251097454,0.26085681010043094,3.4413871449319764
1,company,50,37,41,30,0.047619047619047616,0.02633889376646181,0.2584273120829111,6.404712817133355
1,single,24,17,23,17,0.026713124274099883,0.014925373134328358,0.25609245461526275,3.432240969765786
1,comments,12,8,12,8,0.013937282229965157,0.007023705004389816,0.25434442968980037,2.3385496552780225
1,solutions,12,8,10,8,0.011614401858304297,0.007023705004389816,0.25434442968980037,1.1439160364440792
1,feed,12,8,12,8,0.013937282229965157,0.007023705004389816,0.25434442968980037,2.3385496552780225
1,recently,12,8,12,8,0.013937282229965157,0.007023705004389816,0.25434442968980037,2.3385496552780225
1,expect,12,8,12,7,0.013937282229965157,0.006145741878841089,0.25434442968980037,3.1312264611888887
1,features,12,8,11,6,0.012775842044134728,0.0052677787532923615,0.25434442968980037,3.2511766488521365
1,pretty,60,45,55,43,0.06387921022067364,0.03775241439859526,0.24505417161886178,7.09522424232043
1,law,75,57,51,34,0.059233449477351915,0.029850746268656716,0.2317007143386777,10.280958288344141
1,blindly,9,6,9,5,0.010452961672473868,0.004389815627743635,0.22021688117663898,2.569482408385009
1,society,9,6,9,5,0.010452961672473868,0.004389815627743635,0.22021688117663898,2.569482408385009
1,gemini,9,6,7,5,0.008130081300813009,0.004389815627743635,0.22021688117663898,1.135540209793981
1,certainly,9,6,8,6,0.009291521486643438,0.0052677787532923615,0.22021688117663898,1.1274546182213938
1,direction,9,6,9,6,0.010452961672473868,0.0052677787532923615,0.22021688117663898,1.7494373159103702
1,conversations,9,6,8,5,0.009291521486643438,0.004389815627743635,0.22021688117663898,1.8035137926963598
1,ai's,9,6,9,6,0.010452961672473868,0.0052677787532923615,0.22021688117663898,1.7494373159103702
1,partner,9,6,9,5,0.010452961672473868,0.004389815627743635,0.22021688117663898,2.569482408385009
1,directly,9,6,8,6,0.009291521486643438,0.0052677787532923615,0.22021688117663898,1.1274546182213938
1,complicated,9,6,8,6,0.009291521486643438,0.0052677787532923615,0.22021688117663898,1.1274546182213938
1,decades,9,6,9,5,0.010452961672473868,0.004389815627743635,0.22021688117663898,2.569482408385009
1,performance,9,6,9,6,0.010452961672473868,0.0052677787532923615,0.22021688117663898,1.7494373159103702
1,hospital,9,6,6,5,0.006968641114982578,0.004389815627743635,0.22021688117663898,0.5887365298659448
1,couple,13,9,12,9,0.013937282229965157,0.007901668129938543,0.21752858419699572,1.6972445318214335
1,prompts,13,9,12,8,0.013937282229965157,0.007023705004389816,0.21752858419699572,2.3385496552780225
1,automate,13,9,13,8,0.015098722415795587,0.007023705004389816,0.21752858419699572,3.0430809703663684
1,search,35,26,31,20,0.036004645760743324,0.01755926251097454,0.20779405960367953,6.63558372753859
1,exactly,22,16,21,16,0.024390243902439025,0.014047410008779631,0.20080742785231367,2.852146671401048
1,difference,18,13,17,12,0.019744483159117306,0.010535557506584723,0.19226098635364317,2.8734546923124977
1,live,14,10,13,9,0.015098722415795587,0.007901668129938543,0.18434294683801206,2.305491114289911
1,capable,14,10,13,9,0.015098722415795587,0.007901668129938543,0.18434294683801206,2.305491114289911
1,ones,14,10,14,9,0.016260162601626018,0.007901668129938543,0.18434294683801206,2.978142880028522
1,potential,14,10,12,7,0.013937282229965157,0.006145741878841089,0.18434294683801206,3.1312264611888887
1,studies,6,4,6,4,0.006968641114982578,0.003511852502194908,0.17973343804827008,1.1633237411809692
1,bc,6,4,6,4,0.006968641114982578,0.003511852502194908,0.17973343804827008,1.1633237411809692
1,60,6,4,6,4,0.006968641114982578,0.003511852502194908,0.17973343804827008,1.1633237411809692
1,trouble,6,4,6,4,0.006968641114982578,0.003511852502194908,0.17973343804827008,1.1633237411809692
1,damn,10,7,8,7,0.009291521486643438,0.006145741878841089,0.17844256255829094,0.6440687006840893
1,wants,10,7,10,6,0.011614401858304297,0.0052677787532923615,0.17844256255829094,2.4620093431477708
1,legally,10,7,10,4,0.011614401858304297,0.003511852502194908,0.17844256255829094,4.641013299255047
1,heard,10,7,9,7,0.010452961672473868,0.006145741878841089,0.17844256255829094,1.1316115668878397
1,generally,10,7,10,7,0.011614401858304297,0.006145741878841089,0.17844256255829094,1.718094021933859
1,zero,10,7,10,7,0.011614401858304297,0.006145741878841089,0.17844256255829094,1.718094021933859
1,you're,119,93,87,76,0.10104529616724739,0.06672519754170325,0.17822963071493192,7.6308973090187
1,small,23,17,22,13,0.025551684088269456,0.01141352063213345,0.17718133921631393,5.641471879943493
1,making,51,39,45,35,0.05226480836236934,0.030728709394205442,0.1745747013053721,5.849346120654651
1,that's,105,82,87,74,0.10104529616724739,0.0649692712906058,0.1701290115720041,8.524852394127375
1,worked,19,14,18,13,0.020905923344947737,0.01141352063213345,0.1659324820265219,2.85875341311075
1,examples,19,14,16,12,0.018583042973286876,0.010535557506584723,0.1659324820265219,2.271135145930738
1,gpt,67,52,49,47,0.056910569105691054,0.041264266900790166,0.15486612950445205,2.6004495594259467
1,true,24,18,24,15,0.027874564459930314,0.013169446883230905,0.15481433229808936,5.483174419837463
1,totally,15,11,14,11,0.016260162601626018,0.009657594381035996,0.15411877799846518,1.7097087877868917
1,date,15,11,10,10,0.011614401858304297,0.00877963125548727,0.15411877799846518,0.39418246373767607
1,basically,29,22,26,22,0.030197444831591175,0.019315188762071993,0.1475074552111031,2.4489770476051227
1,programmer,11,8,8,8,0.009291521486643438,0.007023705004389816,0.1418996748975522,0.31470386040880305
1,website,11,8,10,7,0.011614401858304297,0.006145741878841089,0.1418996748975522,1.718094021933859
1,pro,11,8,8,7,0.009291521486643438,0.006145741878841089,0.1418996748975522,0.6440687006840893
1,finding,11,8,11,8,0.012775842044134728,0.007023705004389816,0.1418996748975522,1.7021823496343957
1,developer,11,8,6,8,0.006968641114982578,0.007023705004389816,0.1418996748975522,0.00021396447930176893
1,i'll,20,15,18,15,0.020905923344947737,0.013169446883230905,0.14129928199718292,1.7862231799809747
1,open,20,15,19,15,0.022067363530778164,0.013169446883230905,0.14129928199718292,2.293778442077353
1,stuff,49,38,39,34,0.04529616724738676,0.029850746268656716,0.13443246353241117,3.28752671242947
1,point,74,58,64,54,0.0743321718931475,0.04741000877963126,0.130972042437982,6.326977265573522
1,happened,7,5,7,5,0.008130081300813009,0.004389815627743635,0.13025517308007195,1.135540209793981
1,leads,7,5,7,3,0.008130081300813009,0.0026338893766461808,0.13025517308007195,2.974894807745279
1,structure,7,5,7,5,0.008130081300813009,0.004389815627743635,0.13025517308007195,1.135540209793981
1,prove,7,5,6,4,0.006968641114982578,0.003511852502194908,0.13025517308007195,1.1633237411809692
1,cheap,7,5,5,5,0.005807200929152149,0.004389815627743635,0.13025517308007195,0.1960909992757378
1,videos,7,5,7,5,0.008130081300813009,0.004389815627743635,0.13025517308007195,1.135540209793981
1,audits,7,5,6,5,0.006968641114982578,0.004389815627743635,0.13025517308007195,0.5887365298659448
1,practices,7,5,7,5,0.008130081300813009,0.004389815627743635,0.13025517308007195,1.135540209793981
1,ready,7,5,7,5,0.008130081300813009,0.004389815627743635,0.13025517308007195,1.135540209793981
1,fit,7,5,7,4,0.008130081300813009,0.003511852502194908,0.13025517308007195,1.8932024032334382
1,workflow,7,5,7,4,0.008130081300813009,0.003511852502194908,0.13025517308007195,1.8932024032334382
1,plans,7,5,7,5,0.008130081300813009,0.004389815627743635,0.13025517308007195,1.135540209793981
1,scale,7,5,5,5,0.005807200929152149,0.004389815627743635,0.13025517308007195,0.1960909992757378
1,revenue,7,5,6,4,0.006968641114982578,0.003511852502194908,0.13025517308007195,1.1633237411809692
1,surprised,7,5,7,5,0.008130081300813009,0.004389815627743635,0.13025517308007195,1.135540209793981
1,previously,7,5,6,5,0.006968641114982578,0.004389815627743635,0.13025517308007195,0.5887365298659448
1,functions,7,5,6,5,0.006968641114982578,0.004389815627743635,0.13025517308007195,0.5887365298659448
1,ignore,7,5,6,5,0.006968641114982578,0.004389815627743635,0.13025517308007195,0.5887365298659448
1,accountants,30,23,20,21,0.023228803716608595,0.018437225636523266,0.12858342898438554,0.5559909425139251
1,books,16,12,15,10,0.017421602787456445,0.00877963125548727,0.12635254306343766,2.930684290171939
1,super,16,12,15,11,0.017421602787456445,0.009657594381035996,0.12635254306343766,2.2743015111472245
